,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,
0,,acc_gold_max,acc_gold_min,acc_train_max,acc_train_min,attention,attention_activation,attention_context,attention_dropout,attention_layers,base,batch_eval,batch_train,clip_norm,embed_dim,embed_dropout,embed_finetune,embed_noise,embeddings_file,encoder_bidirectional,encoder_dropout,encoder_layers,encoder_size,epochs,f1_gold_max,f1_gold_min,f1_train_max,f1_train_min,name,patience,precision_gold_max,precision_gold_min,precision_train_max,precision_train_min,recall_gold_max,recall_gold_min,recall_train_max,recall_train_min,token_type,weight_decay,
1,0,0.751302083,0.625,0.997636555,0.65362395,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,2,100,50,0.746973066,0.624079676,0.997636483,0.650195369,TASK3_A,10,0.749191235,0.637066696,0.997641426,0.660341529,0.760779304,0.641414141,0.997632778,0.653888443,word,0,
2,0,0.76171875,0.625,0.980304622,0.609506303,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,2,100,50,0.757856017,0.585897013,0.980301088,0.583531688,TASK3_A,10,0.757941602,0.597931146,0.980502251,0.644533201,0.769853338,0.586106927,0.980265655,0.608854678,word,0,
3,0,0.756510417,0.66015625,0.955357143,0.639443277,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,2,100,50,0.747905711,0.657998679,0.955356835,0.639016072,TASK3_A,10,0.757792275,0.665341326,0.955389488,0.640193111,0.764437206,0.672269235,0.955366876,0.639499069,word,0,
4,0,0.772135417,0.647135417,0.939863445,0.633140756,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,2,100,50,0.762459813,0.64712046,0.93985946,0.628774146,TASK3_A,10,0.762605042,0.668877506,0.939927549,0.639162791,0.766708826,0.6635377,0.939848549,0.632805268,word,0,
5,0,0.76953125,0.611979167,0.858718487,0.622636555,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,2,100,50,0.764969094,0.609092213,0.858380613,0.62189183,TASK3_A,10,0.768643007,0.615594044,0.862724364,0.623790383,0.780229958,0.620564388,0.858550516,0.622757394,word,0,
6,0,0.740885417,0.6484375,0.99789916,0.660189076,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,2,100,50,0.737211515,0.636503273,0.997899123,0.657649125,TASK3_A,10,0.747362139,0.637802849,0.9978972,0.664482051,0.756535948,0.635605717,0.997901595,0.659838815,word,0,
7,0,0.7578125,0.670572917,0.998686975,0.661764706,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,2,200,50,0.753968254,0.641414896,0.998686967,0.655734096,TASK3_A,10,0.753755937,0.653469528,0.998685594,0.673700912,0.764451368,0.638951245,0.998691784,0.66162641,word,0,
8,0,0.7578125,0.618489583,0.992647059,0.648109244,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,2,200,50,0.752355988,0.615011249,0.99264654,0.647804576,TASK3_A,10,0.75059952,0.621058524,0.992698861,0.648623512,0.760332162,0.626772873,0.992629275,0.648109244,word,0,
9,0,0.75,0.63671875,0.965073529,0.65414916,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,2,200,50,0.742389937,0.614340559,0.96506948,0.648541649,TASK3_A,10,0.740575084,0.61754542,0.965123915,0.665371083,0.748355158,0.613084628,0.965045005,0.654553705,word,0,
10,0,0.7734375,0.6015625,0.883665966,0.629989496,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,2,200,50,0.770694341,0.549986213,0.883519571,0.622595701,TASK3_A,10,0.772144257,0.565708233,0.885328003,0.640546874,0.7841235,0.554283722,0.883563023,0.629698224,word,0,
11,0,0.76171875,0.630208333,0.84322479,0.62657563,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,2,200,50,0.756057174,0.629099072,0.843211545,0.624574759,TASK3_A,10,0.761395115,0.641906145,0.860825288,0.629512824,0.773547009,0.646238006,0.843247821,0.626692214,word,0,
12,0,0.74609375,0.661458333,0.99842437,0.62289916,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,2,200,50,0.742892865,0.600499376,0.998424317,0.594726925,TASK3_A,10,0.748558936,0.648801185,0.998431469,0.668001415,0.759246539,0.605661825,0.998419369,0.621938245,word,0,
13,0,0.73828125,0.604166667,0.986081933,0.633665966,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,3,100,50,0.73650818,0.602741497,0.986081333,0.617233844,TASK3_A,10,0.742618742,0.65503876,0.986083077,0.662686912,0.752673797,0.644623412,0.986079725,0.634325192,word,0,
14,0,0.752604167,0.640625,0.977415966,0.652836134,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,3,100,50,0.74598223,0.636061453,0.977415462,0.65193275,TASK3_A,10,0.760382551,0.639031339,0.977466133,0.65457239,0.767108978,0.645303993,0.977418719,0.652918026,word,0,
15,0,0.756510417,0.595052083,0.986344538,0.610294118,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,3,100,50,0.753345184,0.592481185,0.986344504,0.589451859,TASK3_A,10,0.754477855,0.647101242,0.986347281,0.640030852,0.765609177,0.641254299,0.986355331,0.611130742,word,0,
16,0,0.770833333,0.58984375,0.857668067,0.621586134,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,3,100,50,0.768319438,0.581093085,0.857561825,0.620990184,TASK3_A,10,0.770567292,0.583279452,0.860561932,0.622650861,0.782523103,0.587580165,0.857745702,0.621787464,word,0,
17,0,0.76171875,0.584635417,0.84375,0.606880252,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,3,100,50,0.756446093,0.584194814,0.843692558,0.592179071,TASK3_A,10,0.754576663,0.623131699,0.858095,0.626483787,0.764514897,0.619046098,0.84372189,0.607791296,word,0,
18,0,0.729166667,0.630208333,0.992647059,0.644957983,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,3,100,50,0.725047677,0.629565217,0.992646959,0.63509672,TASK3_A,10,0.739374846,0.660082973,0.992645331,0.663494732,0.746963849,0.650501318,0.992649136,0.645482431,word,0,
19,0,0.736979167,0.608072917,0.998686975,0.65519958,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,3,200,50,0.728972746,0.600314675,0.998686959,0.634733894,TASK3_A,10,0.727036587,0.664124677,0.998684211,0.657053084,0.734857078,0.665779131,0.998693152,0.65539091,word,0,
20,0,0.77734375,0.658854167,0.993960084,0.644695378,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,3,200,50,0.768876218,0.648469602,0.993960084,0.644677515,TASK3_A,10,0.767306441,0.647452194,0.993960496,0.644695602,0.770927858,0.651315789,0.993960905,0.644679437,word,0,
21,0,0.76953125,0.638020833,0.971901261,0.644957983,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,3,200,50,0.763728249,0.637998739,0.971900825,0.644282012,TASK3_A,10,0.762152576,0.668290598,0.971907382,0.646217407,0.771577155,0.66713352,0.971897619,0.645052411,word,0,
22,0,0.759114583,0.5703125,0.887342437,0.615021008,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,3,200,50,0.747457781,0.569892473,0.887341497,0.60016582,TASK3_A,10,0.747604345,0.605493727,0.887340088,0.636582612,0.749619375,0.602230641,0.887345965,0.615841763,word,0,
23,0,0.778645833,0.584635417,0.909401261,0.617647059,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,3,200,50,0.773293975,0.579235902,0.909246996,0.58771784,TASK3_A,10,0.770991425,0.65006105,0.911866762,0.635499942,0.780512704,0.633795943,0.909280367,0.618215823,word,0,
24,0,0.74609375,0.58203125,0.996586134,0.627363445,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,3,200,50,0.740060923,0.579876585,0.996586123,0.607677924,TASK3_A,10,0.738247541,0.62579476,0.996586134,0.660315238,0.746880672,0.624035844,0.996592847,0.627836809,word,0,
25,0,0.727864583,0.579427083,0.971901261,0.617909664,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,4,100,50,0.72452807,0.575592606,0.971901212,0.594170292,TASK3_A,10,0.730308853,0.646373277,0.971921174,0.65609583,0.740211734,0.628378762,0.971911411,0.618936806,word,0,
26,0,0.759114583,0.641927083,0.985294118,0.649947479,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,4,100,50,0.753589583,0.641264746,0.985291781,0.648721104,TASK3_A,10,0.751798561,0.657572751,0.985564848,0.652434681,0.761880738,0.662333653,0.985281964,0.650173495,word,0,
27,0,0.747395833,0.627604167,0.958771008,0.624737395,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,4,100,50,0.742315137,0.615548337,0.958758992,0.624701964,TASK3_A,10,0.743035191,0.614876216,0.959208697,0.624756666,0.75410412,0.618210533,0.95873938,0.62471974,word,0,
28,0,0.760416667,0.602864583,0.851890756,0.618172269,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,4,100,50,0.758945386,0.595003242,0.851338959,0.617317222,TASK3_A,10,0.765,0.596164328,0.856504303,0.619312646,0.775324675,0.600180986,0.851621802,0.618222603,word,0,
29,0,0.768229167,0.549479167,0.866596639,0.609243697,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,4,100,50,0.762229102,0.548790676,0.866546242,0.600223513,TASK3_A,10,0.759945639,0.564626696,0.868944327,0.621123225,0.768489111,0.566443096,0.866530286,0.609885599,word,0,
30,0,0.72265625,0.618489583,0.988445378,0.653098739,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,4,100,50,0.716295033,0.613056988,0.988444992,0.634465609,TASK3_A,10,0.714947583,0.630517693,0.988479105,0.653327342,0.722833485,0.636261045,0.988437603,0.653184339,word,0,
31,0,0.729166667,0.615885417,0.994485294,0.624737395,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.1,glove.840B.300d,TRUE,0.2,4,200,50,0.727718992,0.612383339,0.994485294,0.604913145,TASK3_A,10,0.736175107,0.617823441,0.994489132,0.641132835,0.745728145,0.623128403,0.994488177,0.623807222,word,0,
32,0,0.7265625,0.635416667,0.997636555,0.630777311,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.2,glove.840B.300d,TRUE,0.2,4,200,50,0.718496694,0.578859848,0.997636508,0.619906336,TASK3_A,10,0.725647842,0.619868348,0.997637743,0.649128878,0.724725009,0.586558866,0.997635409,0.631590824,word,0,
33,0,0.76171875,0.60546875,0.983193277,0.633928571,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.2,FALSE,0.3,glove.840B.300d,TRUE,0.2,4,200,50,0.745656246,0.60546273,0.983193273,0.62686317,TASK3_A,10,0.754671642,0.629602761,0.983204696,0.645653102,0.750998043,0.630017594,0.983208428,0.6343685,word,0,
34,0,0.744791667,0.59375,0.887342437,0.615808824,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.3,FALSE,0.4,glove.840B.300d,TRUE,0.4,4,200,50,0.739359368,0.591879003,0.886995487,0.60721535,TASK3_A,10,0.741921264,0.628783173,0.891713699,0.627705628,0.752611267,0.629500692,0.887176637,0.616662322,word,0,
35,0,0.74609375,0.5859375,0.884453782,0.607405462,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.4,FALSE,0.4,glove.840B.300d,TRUE,0.4,4,200,50,0.743905004,0.579909178,0.884414724,0.591321818,TASK3_A,10,0.74802757,0.618762318,0.885103041,0.621197587,0.758615567,0.617349432,0.884508154,0.608182454,word,0,
36,0,0.73046875,0.625,0.992909664,0.641544118,TRUE,tanh,FALSE,0,1,0.7,32,32,1,300,0.1,FALSE,0.05,glove.840B.300d,TRUE,0.1,4,200,50,0.720777325,0.624745514,0.992909065,0.633991954,TASK3_A,10,0.727714094,0.644763972,0.993030459,0.654813246,0.737579401,0.651315789,0.992888403,0.641848726,word,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.778645833,0.670572917,0.998686975,0.661764706,0,0,0,0,1,0.7,32,32,1,300,0.4,0,0.4,0,0,0.4,4,200,50,0.773293975,0.657998679,0.998686967,0.657649125,0,10,0.772144257,0.668877506,0.998685594,0.673700912,0.7841235,0.672269235,0.998693152,0.66162641,0,0,0
